Spice_Type,Adulterant_Type,Adulteration_Level,Moisture,Ash_Content,Acid_Insoluble_Ash,Volatile_Oil,Protein,Fiber,Color_Intensity,Density,pH,Electrical_Conductivity,Is_Adulterated
Paprika,None,0.0,5.11,3.1,0.92,0.83,8.24,12.72,71.16,0.364,5.74,0.289,0
Cumin,None,0.0,4.03,1.82,0.65,1.34,8.1,14.19,86.64,0.329,6.13,0.172,0
Cinnamon,None,0.0,4.84,2.52,0.66,1.42,13.77,15.43,78.39,0.363,5.8,0.244,0
Ginger,Rice Powder,66.82325709737955,6.69,1.58,3.09,0.1,10.3,17.63,59.16,0.669,6.32,0.641,1
Paprika,Potato,46.829806088572504,7.49,1.0,1.69,0.1,8.02,14.48,62.82,0.645,5.87,0.497,1
Black Pepper,None,0.0,4.03,2.35,0.69,0.1,13.16,16.75,63.73,0.457,5.46,0.307,0
Cinnamon,Peanut Shell,27.453834614933417,5.4,3.39,1.4,0.65,11.24,14.84,70.89,0.526,5.28,0.535,1
Paprika,None,0.0,3.61,2.57,0.34,0.12,10.9,16.86,77.99,0.303,5.75,0.315,0
Cumin,None,0.0,4.35,1.09,0.15,0.1,10.12,15.87,63.93,0.317,5.79,0.223,0
Cinnamon,Walnut Shell,15.183688732588672,6.65,4.48,0.85,0.48,10.07,16.22,78.38,0.514,5.05,0.232,1
Cumin,Walnut Shell,12.956702434626848,6.26,3.97,0.57,0.26,10.25,17.57,70.58,0.393,5.46,0.172,1
Paprika,Seed Cake,61.82107090893951,7.25,1.0,2.48,0.1,12.8,13.29,49.79,0.679,5.24,0.478,1
Cinnamon,Corn Bran,11.508040416791573,6.48,1.43,0.98,0.84,11.91,16.68,58.89,0.403,5.6,0.187,1
Ginger,Rice Powder,20.910665202949527,4.7,3.63,0.99,0.38,9.94,11.04,54.76,0.358,5.48,0.301,1
Paprika,None,0.0,3.52,5.41,0.1,0.47,10.4,19.63,62.66,0.328,5.41,0.238,0
Chili Powder,None,0.0,4.05,2.99,0.51,1.2,10.28,13.28,60.87,0.37,5.16,0.218,0
Cinnamon,None,0.0,3.97,3.49,0.71,0.54,8.59,15.37,55.5,0.373,5.43,0.05,0
Cinnamon,None,0.0,3.0,4.77,0.67,1.02,10.38,14.5,73.71,0.305,5.88,0.107,0
Turmeric,None,0.0,6.75,3.65,0.46,1.14,5.97,17.36,64.01,0.412,5.69,0.199,0
Black Pepper,None,0.0,3.6,1.76,0.77,0.27,10.72,13.77,79.58,0.392,5.64,0.389,0
Black Pepper,None,0.0,6.09,2.01,0.66,0.86,12.59,13.97,66.75,0.36,5.71,0.14,0
Paprika,None,0.0,5.19,3.74,0.27,1.07,8.52,10.97,77.33,0.33,5.97,0.296,0
Black Pepper,None,0.0,7.62,2.78,0.87,0.29,6.2,16.71,80.68,0.389,5.28,0.37,0
Cumin,None,0.0,4.89,1.84,0.23,0.62,8.02,9.26,58.79,0.373,5.74,0.438,0
Paprika,None,0.0,7.9,1.0,0.66,1.44,9.64,11.69,63.7,0.363,5.45,0.231,0
Chili Powder,Sawdust,34.19400491439023,6.4,1.0,1.72,0.1,9.57,14.11,59.87,0.572,5.33,0.378,1
Cinnamon,Walnut Shell,29.510406302524228,6.29,1.72,1.47,0.1,10.17,17.87,66.19,0.482,6.15,0.31,1
Cinnamon,None,0.0,5.69,5.0,0.1,0.66,11.65,16.76,70.48,0.289,4.67,0.226,0
Cinnamon,Walnut Shell,21.246170500206357,5.68,3.21,1.47,0.1,7.78,17.88,76.78,0.406,5.29,0.401,1
Cinnamon,Walnut Shell,31.735604909466055,4.29,3.07,1.8,0.1,9.1,15.17,69.9,0.561,5.48,0.335,1
Cinnamon,Coffee Bran,21.258707214700877,7.24,1.0,1.33,0.79,11.07,17.26,70.51,0.527,4.97,0.253,1
Paprika,None,0.0,3.15,2.32,0.1,0.96,10.91,16.95,64.38,0.345,6.09,0.164,0
Cumin,Grass Seeds,67.37752272186331,7.59,1.14,3.31,0.1,11.9,10.53,54.0,0.676,6.33,0.635,1
Paprika,Seed Cake,34.57237818380357,4.78,2.22,1.75,0.1,9.58,14.24,80.21,0.572,5.63,0.538,1
Black Pepper,None,0.0,5.66,2.37,0.48,0.1,12.94,12.77,79.54,0.353,5.67,0.23,0
Paprika,None,0.0,5.83,2.15,0.45,1.46,8.35,15.12,61.8,0.406,5.28,0.322,0
Ginger,None,0.0,7.63,4.91,0.6,1.35,11.1,16.16,65.89,0.281,5.05,0.393,0
Cumin,Rice Bran,61.55146426729616,10.97,1.0,2.68,0.1,9.89,10.93,70.61,0.644,5.85,0.609,1
Cinnamon,Walnut Shell,38.42606242838581,6.48,2.6,2.1,0.1,8.34,17.86,62.91,0.507,5.97,0.578,1
Black Pepper,None,0.0,4.82,4.0,0.41,0.37,7.61,15.49,77.3,0.224,5.17,0.187,0
Chili Powder,None,0.0,3.0,2.18,0.47,0.6,11.84,13.22,61.54,0.336,5.46,0.227,0
Ginger,Wheat Flour,6.406644848348004,7.61,3.31,0.39,1.13,10.67,13.2,60.81,0.424,5.29,0.226,1
Cinnamon,Walnut Shell,34.30326174481393,4.89,3.45,1.9,0.1,11.33,16.19,61.63,0.477,5.8,0.358,1
Chili Powder,None,0.0,4.5,3.17,0.54,1.74,11.97,16.93,60.66,0.338,5.77,0.32,0
Cumin,None,0.0,6.12,3.16,0.59,1.04,8.35,16.17,62.12,0.3,5.68,0.22,0
Turmeric,None,0.0,4.88,2.69,0.85,1.05,12.33,18.13,67.8,0.326,5.07,0.297,0
Chili Powder,None,0.0,8.31,3.38,0.57,0.47,10.23,12.23,85.51,0.446,5.51,0.094,0
Chili Powder,None,0.0,5.74,2.52,0.41,0.96,11.93,15.22,75.34,0.305,6.13,0.131,0
Cumin,None,0.0,5.59,3.36,0.69,0.43,11.31,17.66,70.67,0.367,4.94,0.154,0
Cumin,Grass Seeds,55.60610489425,4.91,1.0,2.02,0.1,6.79,16.37,40.92,0.583,6.07,0.638,1
Black Pepper,None,0.0,4.09,2.53,0.57,0.79,8.41,13.49,65.94,0.335,5.62,0.205,0
Cumin,None,0.0,3.28,1.61,0.62,0.94,9.64,13.93,71.2,0.375,5.5,0.254,0
Chili Powder,Sawdust,22.34341483803887,6.15,1.73,1.12,0.11,5.78,16.96,68.85,0.418,5.95,0.307,1
Cinnamon,Hazelnut,36.86918757647048,8.54,2.96,1.96,0.1,11.49,15.1,47.24,0.529,5.96,0.511,1
Ginger,None,0.0,4.86,2.97,0.69,0.53,8.83,12.07,61.69,0.389,5.66,0.11,0
Black Pepper,None,0.0,3.34,3.28,0.38,1.23,10.34,15.57,78.04,0.465,5.53,0.127,0
Ginger,None,0.0,3.0,4.6,0.69,0.89,10.92,13.88,61.34,0.378,5.77,0.219,0
Chili Powder,None,0.0,3.73,1.64,0.54,0.26,7.93,19.37,86.28,0.353,4.69,0.342,0
Chili Powder,None,0.0,5.21,3.16,0.41,0.51,13.23,12.9,71.02,0.467,5.76,0.181,0
Cinnamon,Coffee Bran,17.962875789757188,5.8,3.18,1.24,0.41,11.34,12.84,59.65,0.444,5.64,0.193,1
Black Pepper,Mustard Husk,44.363302782166365,4.92,3.38,2.31,0.1,8.83,18.52,53.82,0.577,6.07,0.436,1
Ginger,Bean Powder,41.36806117342632,5.41,2.6,2.28,0.1,9.38,15.65,58.75,0.576,4.91,0.533,1
Cinnamon,Walnut Shell,28.05574427807359,9.17,3.77,2.34,0.1,11.71,10.85,57.59,0.452,5.18,0.334,1
Black Pepper,None,0.0,6.38,1.0,0.51,1.53,10.88,16.05,65.61,0.443,4.95,0.213,0
Black Pepper,None,0.0,3.0,2.77,0.7,1.06,11.89,13.33,73.86,0.347,5.16,0.29,0
Paprika,None,0.0,3.87,1.16,0.16,0.12,11.98,13.61,75.44,0.368,5.77,0.13,0
Cinnamon,None,0.0,7.05,3.27,0.49,1.67,8.99,14.09,71.95,0.334,5.75,0.135,0
Cumin,None,0.0,4.91,2.55,0.85,0.77,9.76,17.9,62.95,0.284,5.62,0.227,0
Cinnamon,Hazelnut,29.204647245422198,5.77,2.58,1.66,0.1,12.6,17.98,74.5,0.468,5.01,0.456,1
Cumin,None,0.0,6.14,3.53,0.49,0.51,8.6,13.95,78.42,0.404,5.6,0.1,0
Chili Powder,None,0.0,3.01,1.0,0.91,1.16,12.66,7.65,70.89,0.408,4.77,0.289,0
Paprika,None,0.0,7.84,3.4,1.17,1.33,10.13,18.47,66.45,0.264,6.0,0.3,0
Chili Powder,None,0.0,8.48,1.92,0.1,0.37,10.04,15.15,68.83,0.379,5.45,0.227,0
Ginger,None,0.0,3.0,3.16,0.72,0.53,12.67,16.2,91.67,0.264,5.97,0.128,0
Ginger,Wheat Flour,63.34129664260066,7.77,4.01,3.13,0.1,11.27,14.4,52.93,0.702,5.59,0.495,1
Black Pepper,None,0.0,4.34,2.04,0.1,0.19,9.59,14.17,80.13,0.282,5.73,0.247,0
Cumin,Small Broken Rice,50.37489896755312,5.53,1.84,3.41,0.1,9.16,12.36,58.29,0.557,5.81,0.3,1
Black Pepper,None,0.0,4.5,2.31,0.15,1.07,9.73,13.15,54.97,0.278,5.35,0.097,0
Ginger,None,0.0,4.0,1.92,0.64,0.98,10.44,16.39,60.94,0.419,5.72,0.215,0
Ginger,None,0.0,3.0,3.37,0.57,1.22,14.61,12.06,57.84,0.395,4.88,0.159,0
Turmeric,None,0.0,8.47,3.97,0.1,1.4,11.3,10.61,77.48,0.364,5.97,0.16,0
Ginger,None,0.0,3.0,2.06,0.29,0.95,9.06,16.0,63.3,0.388,6.1,0.123,0
Cumin,None,0.0,8.51,4.77,0.5,1.99,10.16,15.02,79.98,0.333,4.93,0.05,0
Cumin,None,0.0,3.0,4.46,0.61,0.41,10.86,14.25,52.8,0.352,5.26,0.211,0
Turmeric,None,0.0,3.0,4.14,0.57,0.12,10.74,14.68,66.1,0.371,5.6,0.144,0
Paprika,None,0.0,4.06,4.43,0.34,0.25,8.48,11.0,72.47,0.392,6.08,0.224,0
Turmeric,None,0.0,6.33,2.58,0.46,1.13,10.97,13.26,68.82,0.274,5.73,0.218,0
Paprika,Seed Cake,54.96620906988193,7.63,1.64,3.0,0.1,11.82,15.29,66.23,0.64,5.46,0.502,1
Cinnamon,Peanut Shell,64.60657640455942,8.01,2.4,3.41,0.1,9.05,17.27,46.26,0.735,5.96,0.525,1
Cumin,None,0.0,7.38,2.66,0.83,0.79,8.82,13.56,65.13,0.285,5.66,0.245,0
Cinnamon,None,0.0,4.52,3.94,0.91,1.08,9.91,16.22,56.36,0.385,5.27,0.074,0
Paprika,Pedicel,40.93460056966343,5.36,1.76,2.12,0.1,8.39,18.3,46.88,0.516,5.27,0.638,1
Paprika,None,0.0,4.95,4.02,0.38,0.36,11.03,16.86,69.0,0.322,5.0,0.244,0
Cinnamon,Hazelnut,34.88521531178693,7.94,1.0,1.66,0.1,6.34,15.89,57.38,0.51,5.55,0.652,1
Ginger,Corn Starch,62.28605738721372,6.18,1.0,2.96,0.1,6.52,13.67,64.57,0.605,5.95,0.478,1
Turmeric,None,0.0,4.39,3.81,0.84,0.88,8.08,14.19,67.46,0.315,5.3,0.272,0
Cinnamon,Peanut Shell,63.90044124457307,6.68,1.49,2.91,0.1,12.0,10.35,63.83,0.76,6.28,0.485,1
Chili Powder,None,0.0,6.14,3.61,0.69,0.82,10.24,20.48,76.96,0.34,5.33,0.05,0
Black Pepper,None,0.0,4.13,2.24,0.47,1.37,9.12,14.67,54.81,0.35,5.58,0.236,0
Cinnamon,Peanut Shell,34.37236208731058,5.03,2.97,2.0,0.1,10.39,20.14,55.73,0.5,5.33,0.592,1
Turmeric,None,0.0,4.39,2.08,0.15,1.06,7.29,16.71,53.44,0.361,5.53,0.122,0
Turmeric,None,0.0,3.39,4.14,0.59,0.53,9.73,13.44,63.94,0.318,5.66,0.168,0
Ginger,Tapioca,52.11087269033519,7.48,3.43,2.82,0.1,9.62,14.55,66.46,0.652,5.7,0.518,1
Cinnamon,None,0.0,6.17,3.13,0.28,0.35,11.7,18.56,62.0,0.296,5.2,0.061,0
Chili Powder,Artificial Color,32.205813385840486,8.5,1.0,2.03,0.1,10.41,13.08,88.43,0.485,5.0,0.348,1
Turmeric,Lead Chromate,24.153362909945645,6.83,2.18,1.71,0.1,10.06,14.61,65.54,0.443,5.43,0.15,1
Turmeric,None,0.0,5.33,2.27,0.35,0.84,9.34,16.49,59.26,0.36,5.68,0.05,0
Cumin,None,0.0,5.31,3.62,0.49,1.0,7.9,15.28,55.91,0.287,5.81,0.152,0
Cumin,Rice Bran,50.801588263646785,6.5,3.07,2.53,0.1,5.08,15.96,58.31,0.592,5.51,0.419,1
Black Pepper,Mustard Husk,14.43408006229914,4.71,3.13,0.9,1.18,12.0,15.02,78.21,0.425,5.9,0.222,1
Paprika,Seed Cake,52.51931426439976,7.13,1.06,2.51,0.1,10.72,14.55,55.65,0.721,6.14,0.487,1
Black Pepper,Mustard Husk,49.29943252309607,7.5,1.25,3.24,0.1,8.37,18.7,54.19,0.484,5.73,0.49,1
Black Pepper,None,0.0,5.37,2.72,0.71,0.1,7.87,16.95,66.36,0.341,6.05,0.22,0
Cumin,None,0.0,5.32,1.42,0.41,0.67,9.78,12.74,68.58,0.299,5.43,0.382,0
Cumin,None,0.0,3.76,4.16,0.21,0.68,8.7,14.92,81.19,0.304,5.58,0.214,0
Chili Powder,None,0.0,4.71,2.2,0.55,0.86,9.76,15.41,66.68,0.318,6.17,0.13,0
Turmeric,Chalk Powder,68.6140255932734,6.19,1.0,3.0,0.1,10.72,14.96,55.34,0.729,5.86,0.645,1
Black Pepper,Cassava Starch,41.448930230663365,7.66,2.27,2.1,0.1,6.79,15.8,62.34,0.591,5.5,0.427,1
Chili Powder,Talc,23.180175868203484,3.91,4.78,2.12,0.1,9.94,14.34,74.64,0.552,4.68,0.494,1
Turmeric,None,0.0,6.1,3.91,0.17,0.68,6.24,14.99,48.22,0.398,5.92,0.214,0
Cumin,Grass Seeds,5.107411729228126,5.2,4.25,0.74,0.86,9.58,13.18,67.56,0.333,5.34,0.246,1
Chili Powder,None,0.0,5.27,1.69,0.62,1.15,5.76,11.25,79.39,0.401,5.73,0.27,0
Cinnamon,None,0.0,5.49,3.69,0.16,1.0,10.21,15.01,83.4,0.352,5.55,0.264,0
Turmeric,None,0.0,4.19,2.65,0.1,0.87,7.87,13.19,79.29,0.289,5.14,0.174,0
Cinnamon,None,0.0,5.93,2.38,0.15,0.72,12.81,15.77,72.68,0.34,5.69,0.254,0
Cinnamon,None,0.0,6.31,2.97,0.48,0.81,13.45,16.53,69.71,0.365,5.61,0.288,0
Cumin,None,0.0,9.72,1.8,0.1,0.58,8.09,12.02,75.9,0.357,5.18,0.449,0
Turmeric,Lead Chromate,69.17841329479673,6.98,2.33,3.26,0.1,10.1,15.45,70.49,0.624,5.39,0.572,1
Chili Powder,None,0.0,5.62,1.0,1.31,1.25,8.42,14.32,54.98,0.291,5.4,0.384,0
Turmeric,None,0.0,3.43,3.22,0.89,0.74,11.42,11.4,77.32,0.344,5.99,0.172,0
Paprika,None,0.0,4.14,3.31,0.52,0.48,10.81,12.79,67.83,0.304,5.38,0.305,0
Cinnamon,None,0.0,6.24,2.4,0.38,1.45,11.56,14.29,71.94,0.457,5.84,0.154,0
Chili Powder,Artificial Color,51.97195357275644,3.0,1.9,3.02,0.1,7.16,14.2,96.7,0.632,5.43,0.433,1
Cumin,Rice Bran,69.58382877126115,12.08,1.0,3.01,0.1,8.17,12.67,42.99,0.736,6.19,0.605,1
Chili Powder,None,0.0,5.8,2.53,0.24,1.94,12.31,13.73,67.17,0.397,5.84,0.265,0
Chili Powder,Sudan Red Dye,42.13278524832274,6.52,3.35,2.03,0.1,8.53,14.68,86.78,0.556,5.02,0.678,1
Cumin,None,0.0,5.48,2.17,0.33,0.1,13.03,12.03,77.6,0.308,5.15,0.05,0
Cumin,Pecan Shell,52.78649526044417,8.25,1.0,2.78,0.1,8.56,13.14,51.34,0.59,6.09,0.513,1
Paprika,None,0.0,6.42,2.15,0.3,1.68,10.53,15.68,59.0,0.286,5.62,0.165,0
Chili Powder,None,0.0,5.44,2.0,0.32,1.52,11.72,13.4,65.25,0.34,5.58,0.05,0
Chili Powder,None,0.0,3.96,3.66,0.68,0.79,11.18,16.85,69.8,0.34,5.32,0.074,0
Paprika,None,0.0,5.25,2.2,0.36,1.36,8.81,12.79,66.85,0.34,5.53,0.276,0
Ginger,Tapioca,63.987912702250775,6.8,1.9,2.34,0.1,11.72,23.95,41.14,0.704,5.62,0.845,1
Ginger,None,0.0,5.28,2.35,0.11,0.45,8.27,15.93,71.49,0.351,5.64,0.215,0
Cinnamon,Coffee Bran,42.073063244830024,6.17,1.0,2.8,0.1,11.52,13.98,52.75,0.503,5.21,0.403,1
Cumin,Grass Seeds,53.576126861352726,5.32,2.83,2.69,0.1,9.97,14.06,59.4,0.68,6.38,0.496,1
Ginger,Corn Starch,36.961089513337164,6.56,4.18,1.54,0.1,9.88,17.69,65.16,0.551,5.44,0.454,1
Black Pepper,None,0.0,3.26,2.45,1.01,1.71,9.39,13.24,81.82,0.287,5.59,0.362,0
Black Pepper,Mustard Husk,45.61474934385618,5.52,2.32,2.16,0.1,9.97,16.94,52.44,0.585,6.0,0.302,1
Chili Powder,None,0.0,5.88,1.0,0.53,1.67,8.73,16.33,68.2,0.305,6.11,0.186,0
Turmeric,None,0.0,5.94,3.12,0.86,1.34,11.47,17.84,77.59,0.278,5.24,0.215,0
Turmeric,None,0.0,4.9,4.72,0.41,0.88,10.3,16.07,79.71,0.407,5.89,0.33,0
Paprika,None,0.0,3.0,3.73,0.1,0.55,11.15,14.77,70.43,0.369,5.4,0.491,0
Chili Powder,None,0.0,3.0,2.8,0.61,0.23,10.84,14.25,68.49,0.471,5.42,0.35,0
Cumin,None,0.0,4.97,2.42,0.32,1.56,8.57,10.59,71.78,0.308,5.37,0.05,0
Ginger,Tapioca,12.331516817740724,6.87,1.22,1.35,0.22,10.25,13.63,77.1,0.392,5.12,0.372,1
Cumin,None,0.0,3.59,3.72,1.17,0.38,10.82,16.41,76.58,0.304,6.15,0.058,0
Paprika,None,0.0,6.56,2.38,0.82,1.53,11.07,13.79,62.29,0.326,5.07,0.276,0
Paprika,None,0.0,8.04,1.0,0.81,1.24,9.61,14.81,72.01,0.414,5.31,0.299,0
Ginger,Corn Starch,38.02177551099835,7.46,2.34,2.12,0.1,8.71,16.47,59.0,0.611,5.3,0.348,1
Turmeric,Metanil Yellow,31.136028711714793,6.56,1.72,1.27,0.1,10.24,15.25,59.08,0.523,5.6,0.251,1
Chili Powder,None,0.0,4.7,2.18,0.1,2.18,11.05,17.9,64.46,0.41,5.58,0.421,0
Paprika,Potato,27.966543371582652,6.3,1.97,1.37,0.1,10.54,16.98,54.81,0.5,5.44,0.557,1
Cumin,Pecan Shell,17.0079532098811,8.01,2.8,1.77,0.1,8.02,18.09,67.71,0.476,5.0,0.291,1
Cinnamon,Hazelnut,47.01554834802508,6.21,1.0,2.67,0.1,15.49,12.77,54.32,0.636,5.85,0.526,1
Black Pepper,Capsicum,63.290577596500235,8.62,1.0,3.15,0.1,10.97,15.4,67.21,0.655,5.98,0.642,1
Paprika,Seed Cake,34.62258268320575,10.23,4.2,1.86,0.1,9.95,12.52,72.93,0.576,5.12,0.456,1
Cumin,Walnut Shell,11.052103239029949,4.91,1.0,0.83,0.1,11.31,10.74,71.55,0.39,5.09,0.312,1
Ginger,None,0.0,8.59,3.36,0.44,1.52,9.55,15.89,74.03,0.395,5.98,0.171,0
Ginger,Bean Powder,34.40241544497692,7.32,2.82,1.77,0.1,8.23,17.58,68.82,0.477,5.74,0.411,1
Paprika,None,0.0,9.14,4.3,0.48,0.55,9.62,14.04,75.81,0.368,5.25,0.05,0
Cinnamon,None,0.0,4.15,2.12,0.47,1.69,6.76,13.39,77.46,0.362,5.2,0.383,0
Paprika,None,0.0,6.48,2.56,0.1,1.15,9.75,13.04,72.17,0.43,5.47,0.376,0
Cumin,Small Broken Rice,34.44366950967964,3.3,1.92,1.83,0.1,13.33,15.35,58.53,0.674,5.27,0.403,1
Cinnamon,None,0.0,5.52,2.36,0.85,0.18,9.28,12.85,65.49,0.361,5.9,0.194,0
Turmeric,Chalk Powder,28.870979486225306,6.29,3.61,1.71,0.1,9.06,16.9,61.05,0.578,5.26,0.401,1
Cumin,None,0.0,4.82,3.05,0.63,0.44,14.11,12.15,70.44,0.314,5.32,0.101,0
Cinnamon,None,0.0,5.04,1.31,0.59,0.31,8.82,14.58,97.97,0.347,5.66,0.178,0
Black Pepper,None,0.0,4.21,4.27,0.55,0.88,8.73,19.98,79.8,0.319,5.8,0.327,0
Turmeric,None,0.0,4.57,3.2,0.8,0.63,8.9,15.42,61.13,0.293,5.43,0.204,0
Cinnamon,Hazelnut,39.89630736048356,9.15,1.15,2.25,0.1,11.06,13.84,61.81,0.554,5.06,0.322,1
Paprika,Acacia Gum,64.18589630340378,7.12,1.0,3.64,0.1,10.53,15.35,55.72,0.729,5.89,0.412,1
Chili Powder,None,0.0,5.7,2.59,0.48,0.87,5.19,15.06,76.76,0.33,5.7,0.098,0
Cinnamon,None,0.0,4.04,2.15,0.58,1.22,10.41,16.68,74.58,0.341,6.25,0.213,0
Turmeric,Sawdust,44.11616568646252,5.86,1.3,2.51,0.1,5.51,15.39,54.69,0.559,5.62,0.331,1
Turmeric,None,0.0,3.78,3.37,0.49,1.44,11.36,17.3,62.61,0.317,5.8,0.221,0
Turmeric,None,0.0,7.54,2.01,0.31,0.94,12.64,15.86,62.47,0.412,5.13,0.191,0
Ginger,None,0.0,5.01,2.76,0.55,0.6,9.2,13.85,70.02,0.261,5.56,0.296,0
Ginger,Rice Powder,48.392318017756615,6.55,1.49,1.84,0.1,10.72,12.49,73.0,0.625,5.4,0.425,1
Chili Powder,None,0.0,3.93,3.11,0.95,0.63,7.85,15.49,65.47,0.293,5.14,0.345,0
Cinnamon,Corn Bran,50.92156627546964,6.75,1.34,2.38,0.1,10.12,17.44,40.18,0.522,5.63,0.705,1
Black Pepper,None,0.0,4.61,2.37,0.31,1.38,10.59,14.6,74.02,0.397,5.34,0.281,0
Cumin,None,0.0,3.01,3.11,0.1,0.56,10.62,14.02,62.84,0.222,6.22,0.239,0
Cumin,None,0.0,3.49,3.31,0.87,0.34,8.67,13.83,72.51,0.394,5.54,0.05,0
Turmeric,None,0.0,6.29,1.95,0.62,1.22,10.87,16.77,70.86,0.353,5.57,0.295,0
Chili Powder,None,0.0,3.44,3.19,0.58,0.94,11.53,11.34,72.33,0.331,5.23,0.094,0
Cinnamon,None,0.0,5.99,2.9,0.95,0.1,7.82,14.49,44.28,0.268,5.34,0.339,0
Cumin,None,0.0,6.5,4.26,0.89,0.1,11.27,14.62,64.28,0.354,4.92,0.067,0
Cumin,Pecan Shell,10.80576887694455,4.35,3.5,0.84,0.89,10.73,15.85,52.12,0.36,5.19,0.454,1
Cinnamon,Coffee Bran,25.088585235720142,3.0,1.63,1.93,0.1,9.42,13.75,65.45,0.483,5.85,0.256,1
Cumin,None,0.0,3.0,4.01,0.42,0.49,5.8,12.55,66.27,0.321,5.84,0.244,0
Turmeric,None,0.0,4.1,2.67,0.12,0.29,7.38,14.39,53.27,0.308,5.87,0.418,0
Black Pepper,Papaya Seeds,25.50389029532336,5.51,1.53,1.57,0.1,9.22,19.19,65.26,0.543,5.5,0.385,1
Turmeric,Sawdust,53.30205336335811,6.44,2.51,2.17,0.1,9.82,19.22,48.8,0.648,5.4,0.506,1
Chili Powder,None,0.0,4.57,1.58,0.41,2.13,9.95,13.62,44.79,0.306,5.08,0.117,0
Cinnamon,None,0.0,4.15,3.45,0.26,1.14,8.88,15.75,76.37,0.282,5.55,0.201,0
Paprika,None,0.0,5.08,4.31,0.82,0.1,8.11,14.33,58.78,0.292,5.13,0.185,0
Black Pepper,Papaya Seeds,13.09929702526412,5.99,3.63,0.5,0.94,8.12,15.82,76.61,0.338,5.22,0.256,1
Cumin,Small Broken Rice,44.21068589066275,5.08,1.0,2.0,0.1,6.77,13.5,59.08,0.542,5.7,0.399,1
Ginger,None,0.0,5.96,2.15,1.15,1.19,11.73,14.0,59.75,0.325,5.28,0.209,0
Black Pepper,None,0.0,5.54,1.87,0.1,1.22,12.65,13.85,63.42,0.352,5.39,0.282,0
Black Pepper,None,0.0,3.68,2.05,0.84,1.06,9.63,16.61,45.67,0.259,5.72,0.202,0
Cinnamon,Coffee Bran,48.16140443679865,4.59,1.0,2.41,0.1,11.32,15.43,62.66,0.584,5.36,0.332,1
Cinnamon,None,0.0,3.0,3.23,0.21,0.95,8.26,15.38,75.34,0.401,5.12,0.114,0
Turmeric,None,0.0,6.06,3.54,1.06,0.96,8.0,16.59,58.3,0.291,5.15,0.145,0
Cumin,None,0.0,5.58,3.93,0.17,1.33,10.03,13.83,66.49,0.347,5.67,0.082,0
Turmeric,None,0.0,5.66,4.02,0.1,0.93,11.09,14.17,82.89,0.37,5.5,0.05,0
Cumin,None,0.0,4.75,3.08,0.93,0.72,10.45,16.58,67.98,0.347,5.45,0.122,0
Black Pepper,None,0.0,4.85,1.0,0.87,1.79,11.13,12.88,73.82,0.404,5.56,0.16,0
Cinnamon,Hazelnut,67.17801594714446,9.72,1.14,3.55,0.1,9.15,13.4,59.82,0.643,5.05,0.598,1
Paprika,None,0.0,3.0,4.88,0.85,1.27,7.12,11.42,67.14,0.388,5.42,0.082,0
Paprika,Annatto,25.957440797374495,7.23,2.08,0.93,0.1,9.68,14.09,66.71,0.41,6.12,0.499,1
Paprika,None,0.0,7.04,3.37,0.59,1.24,8.98,13.79,65.41,0.275,5.37,0.263,0
Black Pepper,None,0.0,5.07,2.96,0.5,0.48,9.0,19.26,59.87,0.432,6.14,0.24,0
Cinnamon,None,0.0,5.23,1.85,0.86,1.84,9.59,13.04,71.48,0.261,5.61,0.248,0
Chili Powder,Sawdust,17.661004440469178,5.3,1.98,1.46,0.44,13.81,15.68,59.96,0.503,5.95,0.277,1
Chili Powder,None,0.0,7.63,2.5,0.43,0.1,7.96,15.59,71.76,0.424,5.09,0.216,0
Ginger,None,0.0,3.36,4.25,0.44,1.14,11.43,11.88,66.35,0.371,5.68,0.05,0
Cumin,Walnut Shell,58.991702589448614,5.97,2.59,3.02,0.1,9.09,18.85,48.73,0.617,5.71,0.618,1
Turmeric,None,0.0,7.17,1.85,0.17,0.3,10.01,8.82,61.3,0.416,5.75,0.086,0
Black Pepper,None,0.0,3.0,3.07,0.61,0.66,7.29,15.02,71.19,0.407,5.93,0.408,0
Cumin,None,0.0,4.82,1.0,0.9,0.12,9.92,17.53,72.87,0.411,5.98,0.407,0
Cumin,Rice Bran,56.492885221459055,8.1,1.58,2.67,0.1,11.56,12.27,57.72,0.571,5.66,0.526,1
Ginger,Corn Starch,45.64209679031672,5.77,1.0,2.46,0.1,8.86,14.72,55.93,0.598,5.45,0.442,1
Cumin,Pecan Shell,68.12174335929535,6.82,1.68,3.29,0.1,8.61,10.2,54.34,0.797,5.53,0.713,1
Turmeric,None,0.0,6.45,1.66,1.06,1.35,10.94,17.22,77.92,0.335,5.84,0.05,0
Turmeric,None,0.0,4.11,1.62,0.57,0.88,10.99,17.11,53.72,0.376,5.67,0.19,0
Ginger,Wheat Flour,6.517014383992062,5.76,2.6,1.05,0.1,8.74,16.56,86.8,0.309,5.43,0.334,1
Black Pepper,None,0.0,3.0,3.76,1.19,1.36,10.65,17.97,55.55,0.387,5.98,0.194,0
Black Pepper,Mustard Husk,14.275523388907803,6.59,1.34,1.7,0.8,10.3,14.61,62.77,0.417,5.64,0.503,1
Ginger,Wheat Flour,47.82828585173746,5.53,5.57,2.59,0.1,11.53,13.11,55.15,0.636,5.94,0.583,1
