Fat_percent,SNF_percent,Protein_percent,Lactose_percent,Moisture_percent,Total_Solids_percent,pH,Specific_Gravity,Acidity_Titratable_pct,Viscosity_cP,Conductivity_mS_cm,CLR_Corrected_Lactometer,Urea_mg_per_100mL,Melamine_ppm,Total_Plate_Count_CFU_mL,Coliform_CFU_mL,MBRT_hours,Adulteration_Index_0_1,FSSAI_Chemical_Score,Estimated_Added_Water_pct,Is_Adulterated
3.7984,8.8478,3.3798,4.5838,87.6762,12.6462,6.616,1.0305,0.1598,1.8608,4.5184,19.86,22.18,0.0,138411,11,4.72,0.0,100.0,0.0,0
5.4784,9.067,3.3223,4.8788,87.0049,14.5454,6.639,1.0295,0.1467,1.9187,4.8475,21.42,23.06,0.0,12993,42,4.0,0.0141,100.0,0.21,0
5.0161,8.9434,3.3647,4.5005,86.589,13.9595,6.766,1.0293,0.1447,1.8801,4.5099,19.48,21.186,0.0,54224,13,4.06,0.0145,99.77,1.32,0
0.4783,8.7986,3.4501,4.7818,89.9538,9.2769,6.762,1.0299,0.1449,1.8973,4.6324,19.39,29.009,0.0,6731,4,3.24,0.0003,99.31,0.3,0
3.5794,8.7463,3.2534,4.7417,87.8979,12.3257,6.698,1.0287,0.131,1.8451,5.0879,20.4,21.275,0.0,101182,18,4.16,0.0099,99.35,0.17,0
2.265,9.1093,3.101,4.7968,88.9126,11.3743,6.651,1.0315,0.1338,1.8463,4.5082,16.08,23.908,0.0,12073,12,4.47,0.0,99.69,1.64,0
4.9505,8.8311,3.349,4.6879,86.9475,13.7816,6.698,1.0301,0.1642,1.7198,5.0907,17.7,22.849,0.0,15665,7,4.63,0.0298,98.87,1.26,0
5.167,8.8129,3.4736,4.8417,86.6024,13.9799,6.719,1.0289,0.1616,1.9365,4.8351,20.99,24.061,0.0,44472,31,4.26,0.0,98.98,0.0,0
3.0837,8.8163,3.0705,4.7663,87.7475,11.9,6.6,1.0302,0.1665,1.8184,4.8868,19.83,21.723,0.0,103015,2,3.48,0.0,100.0,0.0,0
3.2676,8.7597,3.079,4.7416,87.6858,12.0273,6.659,1.0306,0.1475,1.8107,4.7429,21.38,29.329,0.0,9582,10,3.02,0.0,98.4,0.23,0
4.7585,8.6026,3.2544,4.7616,87.037,13.3611,6.639,1.0288,0.1381,1.9403,4.778,19.3,22.128,0.0,49309,2,3.42,0.0,99.02,0.0,0
2.1626,9.2083,3.4466,4.6745,88.7646,11.3709,6.645,1.0319,0.1364,2.0324,4.5111,21.77,29.449,0.0,229712,10,3.78,0.0353,97.47,0.57,0
6.6823,9.4416,3.2845,4.6107,86.079,16.1239,6.793,1.0289,0.1566,1.8739,4.8305,20.84,25.168,0.0,37840,11,3.91,0.0312,100.0,0.0,0
4.5945,8.831,3.286,4.7614,86.9711,13.4255,6.677,1.0316,0.1364,1.9759,5.024,21.53,21.506,0.0,61211,25,4.48,0.027,98.35,0.36,0
4.9589,8.5108,3.4369,4.5368,86.5948,13.4697,6.652,1.0307,0.1643,1.8498,4.6187,16.02,26.071,0.0,35489,2,3.5,0.0251,100.0,0.0,0
3.1512,8.5556,3.3453,4.5345,88.4131,11.7068,6.633,1.0301,0.1375,1.9754,5.1623,20.16,29.112,0.0,8842,6,4.67,0.0443,99.85,0.09,0
3.259,8.8826,3.0573,4.6973,88.1416,12.1416,6.747,1.0316,0.1407,2.025,4.92,18.37,24.857,0.0,28545,22,4.34,0.0289,100.0,0.0,0
6.1408,9.118,3.2315,4.9588,86.3672,15.2588,6.79,1.03,0.1512,1.7523,5.0409,20.28,28.557,0.0,5618,6,3.92,0.0442,100.0,0.0,0
3.0781,8.7295,3.238,4.6743,88.4624,11.8076,6.74,1.0309,0.1325,2.072,4.7774,20.56,24.177,0.0,157314,9,4.14,0.0,97.86,1.62,0
5.2761,8.8022,3.2329,4.6645,87.1028,14.0783,6.673,1.0288,0.1365,1.7169,4.8812,19.56,22.052,0.0,96428,4,4.98,0.0471,100.0,0.23,0
5.1791,9.1911,3.101,4.704,87.4238,14.3702,6.556,1.0301,0.1302,2.0158,5.0359,21.81,29.448,0.0,87788,8,4.25,0.0,97.95,0.0,0
1.9282,9.4833,3.4854,4.9412,88.7944,11.4115,6.763,1.0293,0.1368,1.9227,4.9872,14.78,25.701,0.0,52383,3,4.41,0.0,99.91,1.64,0
3.2296,8.5573,3.0856,4.7394,88.0236,11.7869,6.782,1.0312,0.1424,1.7443,4.9726,21.85,25.631,0.0,105882,9,4.32,0.0143,99.04,0.0,0
3.5374,8.8226,3.3453,4.5656,88.1367,12.36,6.687,1.0303,0.1386,1.8567,4.6039,21.46,24.345,0.0,208690,10,4.52,0.0303,97.5,1.23,0
1.9312,9.2652,3.2574,4.8552,89.2311,11.1964,6.658,1.0306,0.1695,1.8299,4.7427,20.16,20.923,0.0,263516,12,4.76,0.0212,97.84,0.92,0
1.5443,9.133,3.4534,4.7555,88.7786,10.6773,6.644,1.029,0.1301,1.769,4.553,17.65,24.13,0.0,28063,20,4.78,0.0,97.32,1.45,0
3.2562,8.8592,3.0656,4.7153,88.2827,12.1154,6.612,1.0282,0.1463,2.039,5.0214,21.19,24.679,0.0,71621,34,3.4,0.0275,98.33,0.0,0
3.5006,8.5993,3.3994,4.6042,88.4051,12.0999,6.787,1.031,0.1402,1.7483,4.752,19.96,28.31,0.0,68161,2,3.34,0.0,100.0,0.26,0
4.5663,8.5096,3.1882,4.7719,86.8162,13.0759,6.583,1.0303,0.1437,1.9705,4.9093,18.07,22.761,0.0,50437,14,3.99,0.0289,100.0,0.91,0
4.9115,8.9206,3.1641,4.5842,86.7829,13.8321,6.678,1.0313,0.1601,2.0655,4.6777,18.0,23.313,0.0,42304,9,4.04,0.0221,100.0,1.26,0
1.9996,9.2193,3.3444,4.8497,88.632,11.2189,6.619,1.0316,0.1627,1.8385,4.7495,21.7,21.009,0.0,134886,5,3.65,0.0136,98.0,1.17,0
2.1117,9.3729,3.3992,4.6987,89.0773,11.4846,6.77,1.0295,0.143,1.9616,4.5248,20.23,20.934,0.0,227859,5,4.03,0.0,97.56,1.06,0
2.4331,9.2488,3.1026,4.6439,89.073,11.6819,6.649,1.0292,0.1586,1.7222,4.9054,17.24,26.173,0.0,41732,26,4.39,0.0,100.0,0.0,0
3.7661,8.9819,3.2975,4.6168,88.3652,12.748,6.777,1.0306,0.1381,1.7364,4.5389,17.9,22.959,0.0,140462,8,3.48,0.0224,100.0,1.57,0
0.3336,8.9008,3.4505,4.6919,89.8079,9.2344,6.736,1.0304,0.1337,1.9367,5.1872,19.57,22.597,0.0,104347,32,3.15,0.0236,99.84,0.0,0
3.5733,8.8301,3.3563,4.5798,87.9417,12.4034,6.696,1.0283,0.1378,1.7949,4.6569,14.62,28.697,0.0,17178,12,3.35,0.0,100.0,1.87,0
4.678,8.9434,3.3724,4.595,86.8201,13.6214,6.701,1.0285,0.1597,1.8384,5.153,19.9,28.699,0.0,69097,17,4.55,0.0164,98.83,0.72,0
0.4504,8.8963,3.2012,4.8688,89.6232,9.3467,6.571,1.0318,0.1547,1.8345,4.8109,21.11,20.914,0.0,208229,10,4.63,0.0413,100.0,0.0,0
1.5874,9.2564,3.1578,4.8157,89.2678,10.8438,6.762,1.0293,0.1376,1.8861,4.5483,19.23,23.276,0.0,89811,5,4.64,0.0183,99.84,1.42,0
3.5,8.6583,3.3266,4.6505,87.5709,12.1583,6.784,1.0314,0.1693,1.9512,4.614,14.16,21.869,0.0,62006,3,4.87,0.0,100.0,0.0,0
3.7592,8.5366,3.2399,4.6579,88.0162,12.2958,6.601,1.0282,0.1569,1.8381,4.676,18.93,23.093,0.0,38698,3,3.09,0.0204,98.25,0.0,0
4.9732,9.054,3.4874,4.7006,86.6672,14.0272,6.739,1.0283,0.164,2.0317,4.8923,19.41,27.134,0.0,74161,5,3.68,0.0,97.6,0.0,0
3.3904,8.8912,3.0073,4.7755,88.2142,12.2816,6.79,1.0289,0.1531,1.8944,4.5331,21.64,29.14,0.0,88600,3,4.46,0.0275,97.15,0.15,0
3.6031,8.7889,3.3617,4.7452,88.257,12.392,6.552,1.0288,0.1565,1.8645,5.1192,21.27,28.956,0.0,63480,27,3.38,0.0,100.0,0.0,0
3.4717,8.8801,3.2051,4.6458,88.4287,12.3518,6.713,1.0319,0.1388,1.885,4.5251,17.24,26.299,0.0,28096,27,3.52,0.0196,100.0,1.79,0
0.2424,8.9226,3.4836,4.7435,89.7129,9.165,6.601,1.0294,0.1391,1.798,5.1165,14.69,22.96,0.0,54804,4,3.59,0.0,100.0,0.0,0
0.3471,9.0258,3.4414,4.6348,90.0583,9.3729,6.792,1.0285,0.1604,1.9301,5.0824,16.05,20.12,0.0,44051,3,4.31,0.0,97.75,1.3,0
2.3537,9.4285,3.2979,4.8645,88.8147,11.7822,6.603,1.0312,0.1488,1.8195,4.9118,14.78,29.3,0.0,22100,12,4.77,0.0,99.03,0.0,0
4.8992,8.6568,3.1886,4.5476,87.1496,13.556,6.719,1.0317,0.1358,1.8279,4.6625,17.89,21.422,0.0,322150,11,3.78,0.0,99.64,0.0,0
5.025,8.9709,3.2797,4.6054,86.723,13.9959,6.672,1.0305,0.1488,2.0275,5.1916,15.11,22.426,0.0,87583,8,4.18,0.0481,100.0,0.0,0
5.1476,8.6341,3.1889,4.577,86.8845,13.7817,6.782,1.0309,0.1659,2.0394,4.6699,15.49,26.153,0.0,65474,4,3.13,0.0,97.23,0.77,0
1.7004,9.2382,3.1549,4.8711,89.3519,10.9386,6.615,1.0283,0.1328,1.9444,4.9867,16.63,27.306,0.0,12618,20,3.51,0.0205,97.47,1.72,0
3.2388,8.6112,3.0858,4.5445,87.9268,11.85,6.774,1.0308,0.1598,1.8614,4.8506,14.38,21.674,0.0,27512,13,4.54,0.0245,100.0,0.38,0
5.2894,8.7078,3.3165,4.6381,86.9142,13.9972,6.77,1.0285,0.1554,1.9329,4.6483,15.34,23.11,0.0,26042,4,4.97,0.0,98.66,0.0,0
3.4652,8.712,3.2235,4.5441,87.8958,12.1772,6.734,1.0308,0.1664,1.9528,5.0483,15.55,24.97,0.0,41889,5,4.52,0.0,97.16,0.0,0
4.1,9.1648,3.2909,4.7037,88.8764,13.2648,6.765,1.0263,0.1533,2.6392,5.0642,14.28,27.378,0.0,104720,23,3.37,0.6427,58.72,0.51,1
3.6916,8.9631,3.1313,4.5674,87.9643,12.6547,6.771,1.0294,0.153,1.9379,4.6096,15.38,29.91,0.0,92900,18,4.01,0.0,97.41,0.06,0
1.8894,9.2709,3.4872,4.6266,89.1483,11.1603,6.644,1.0312,0.1473,2.0989,4.7248,16.8,22.201,0.0,6607,5,3.93,0.0097,99.65,0.23,0
5.4507,9.0124,3.3395,4.5624,86.656,14.4631,6.766,1.0304,0.1583,1.7082,5.0827,15.45,22.123,0.0,31655,4,4.22,0.0213,99.84,1.77,0
3.6256,8.7866,3.3536,4.6346,88.1958,12.4122,6.764,1.032,0.1397,1.8897,4.5987,18.35,29.291,0.0,87022,43,3.58,0.0,100.0,0.0,0
4.8666,8.7613,3.1606,4.8194,87.2072,13.6279,6.642,1.0284,0.1551,1.7485,5.0465,18.63,23.902,0.0,115427,11,3.76,0.0325,97.62,1.83,0
6.9881,9.1809,3.2076,4.7674,85.4656,16.169,6.661,1.0307,0.1547,2.0749,4.8308,20.04,22.134,0.0,51247,9,4.32,0.0,100.0,0.08,0
6.7749,9.6583,3.2441,4.7436,85.4783,16.4332,6.745,1.0296,0.1566,1.8578,5.1939,21.91,25.356,0.0,74737,6,3.32,0.022,100.0,0.26,0
3.7473,8.7674,3.2775,4.7689,87.6469,12.5147,6.577,1.0286,0.1505,1.8285,5.1877,18.33,21.567,0.0,177714,7,4.89,0.0382,100.0,0.0,0
2.3071,9.3927,3.1064,4.6191,89.0498,11.6998,6.636,1.0294,0.1354,1.9697,4.5709,19.34,24.674,0.0,80929,63,4.37,0.0319,100.0,0.55,0
1.5466,9.178,3.3666,4.9564,88.5742,10.7246,6.672,1.0307,0.1427,1.9843,5.0428,21.57,27.494,0.0,77357,4,3.57,0.0,100.0,0.0,0
5.042,8.9955,3.3938,4.5659,87.2504,14.0375,6.553,1.0282,0.1558,1.8535,4.5311,21.66,21.594,0.0,20884,12,4.24,0.0,100.0,0.0,0
3.1195,8.965,3.1835,4.5545,87.8024,12.0845,6.667,1.0314,0.1673,2.073,4.7674,20.84,20.282,0.0,144732,2,4.92,0.0056,100.0,0.0,0
0.3203,8.8721,3.1962,4.5136,90.2267,9.1924,6.702,1.0317,0.168,1.7018,5.0862,20.46,25.364,0.0,180375,8,3.91,0.0,98.86,0.0,0
3.6272,8.7266,3.3169,4.7516,88.1548,12.3538,6.619,1.0293,0.1347,1.8093,4.8187,14.84,29.084,0.0,107670,27,3.51,0.0467,99.31,0.0,0
0.2867,9.13,3.3721,4.6802,89.5133,9.4167,6.691,1.0295,0.1306,1.7924,4.9783,20.67,26.1,0.0,106945,7,4.51,0.0203,99.76,0.0,0
3.2257,8.6421,3.0073,4.7077,88.2759,11.8678,6.697,1.0311,0.145,1.8731,4.721,15.33,24.911,0.0,190299,18,3.33,0.0,99.51,0.0,0
3.449,8.8632,3.1186,4.7066,88.0688,12.3122,7.28,1.0293,0.1161,1.9204,6.1189,16.48,28.848,0.0,99691,6,3.1,0.5624,53.67,0.0,1
5.1068,8.9599,3.3313,4.8952,87.1911,14.0667,6.58,1.0282,0.1424,1.7546,4.8633,19.96,25.75,0.0,38161,4,4.11,0.0,99.39,0.09,0
5.0893,8.5595,3.4249,4.8637,87.1288,13.6488,6.564,1.0283,0.1372,1.8095,4.8048,20.82,20.782,0.0,49343,11,3.74,0.0,100.0,0.98,0
1.6515,9.1923,3.1173,4.7877,89.2531,10.8438,6.675,1.0284,0.1453,2.0728,4.7238,19.87,27.468,0.0,42337,19,4.54,0.0407,100.0,0.0,0
4.936,8.9158,3.3359,4.527,87.3315,13.8518,6.731,1.0311,0.1586,1.9316,4.7523,17.1,26.048,0.0,68399,6,3.53,0.0076,100.0,0.0,0
3.524,8.9994,3.0973,4.7757,87.8046,12.5234,6.659,1.0298,0.1605,1.839,4.6482,18.42,27.635,0.0,94295,4,4.4,0.0,100.0,0.04,0
6.0266,9.4683,3.2576,4.9122,85.6241,15.4949,6.568,1.032,0.1682,1.7526,4.7736,21.48,22.968,0.0,82960,13,4.73,0.032,99.04,0.0,0
3.3149,8.8406,3.1984,4.5144,88.287,12.1555,6.731,1.0285,0.1589,1.8655,4.9194,15.62,23.549,0.0,14714,12,3.75,0.0,99.75,1.13,0
3.135,8.7797,3.3345,4.6131,87.5772,11.9147,6.742,1.0292,0.1576,1.7303,4.8319,16.71,27.82,0.0,277877,4,4.34,0.0089,100.0,0.0,0
2.2405,9.3599,3.448,4.6078,88.92,11.6004,6.594,1.0306,0.1616,2.0734,4.9736,16.74,27.112,0.0,53037,9,3.9,0.0474,99.83,1.4,0
7.1115,9.5833,3.5276,4.9049,86.1369,16.6948,6.575,1.031,0.1339,2.0928,4.8734,18.21,23.522,0.0,102003,20,4.02,0.0005,99.47,1.42,0
1.9881,9.3152,3.3937,4.7484,89.2201,11.3033,6.726,1.03,0.1453,1.7888,4.9258,21.55,24.444,0.0,34189,28,3.35,0.0,98.73,1.23,0
3.1108,8.9853,3.0518,4.5335,87.9592,12.0961,6.639,1.0288,0.1312,1.8452,4.7556,18.16,22.145,0.0,88536,26,3.33,0.7245,56.87,0.0,1
4.776,9.0194,3.3469,4.7738,87.2081,13.7954,6.636,1.0292,0.1471,2.0231,4.8187,21.51,20.858,0.0,56433,26,3.66,0.0,97.76,1.66,0
3.471,8.8093,3.0214,4.6674,88.0505,12.2803,6.74,1.0281,0.1522,1.9764,4.9735,15.35,21.167,0.0,144304,13,4.53,0.0051,100.0,0.3,0
1.8215,9.2448,3.4783,4.9782,88.8075,11.0663,6.699,1.0319,0.1491,2.0099,4.8482,16.09,27.956,0.0,182945,8,4.0,0.0,100.0,1.02,0
1.573,9.4326,3.2721,4.8325,89.2575,11.0056,6.773,1.0319,0.1498,2.0748,5.126,16.49,23.11,0.0,75070,5,4.81,0.0,100.0,0.0,0
3.6703,8.6574,3.1506,4.5988,87.509,12.3277,6.585,1.0292,0.1352,1.8962,4.5705,14.18,24.409,0.0,13507,17,3.94,0.0,99.26,1.62,0
5.3611,8.8422,3.1656,4.7675,87.1841,14.2033,6.557,1.0288,0.146,1.767,4.774,20.11,29.618,0.0,30969,13,3.91,0.0,97.38,0.0,0
7.0665,9.452,3.575,4.8377,86.4893,16.5185,6.788,1.0293,0.136,2.0187,4.648,18.66,27.647,0.0,130679,10,4.01,0.0,100.0,1.08,0
3.4381,8.729,3.2264,4.6716,88.2021,12.1671,6.737,1.0286,0.131,1.9076,4.5244,18.28,25.154,0.0,53546,8,3.96,0.0,100.0,0.3,0
2.1033,9.2367,3.1239,4.8687,89.0822,11.34,6.61,1.0301,0.156,1.9578,5.0438,19.8,22.05,0.0,97352,12,4.96,0.0477,99.65,0.23,0
5.4169,9.0434,3.1522,4.7262,86.9423,14.4603,6.731,1.0308,0.1436,2.022,4.6117,14.61,23.356,0.0,119368,17,3.61,0.0445,99.5,0.0,0
2.2636,9.067,3.1354,4.9633,89.0355,11.3306,6.564,1.0301,0.1516,2.0443,4.6683,20.93,24.065,0.0,58793,25,3.37,0.0319,98.8,0.0,0
4.8264,8.7121,3.1433,4.7188,87.2636,13.5385,6.757,1.0285,0.1474,1.9438,4.9871,19.21,27.29,0.0,133398,12,4.99,0.0368,99.79,0.66,0
3.7548,8.9513,3.3489,4.5214,88.3543,12.7061,6.576,1.0284,0.134,1.7045,5.1814,18.33,24.387,0.0,20396,11,3.69,0.0213,98.68,0.19,0
7.0487,9.2234,3.3336,4.8187,85.1536,16.2721,6.631,1.0305,0.1634,1.7684,4.8715,15.66,29.229,0.0,37043,2,4.21,0.0,100.0,1.62,0
3.4984,8.6517,3.1744,4.7032,87.6013,12.1501,6.558,1.0316,0.153,1.9094,5.1918,15.06,21.722,0.0,78242,7,3.99,0.0,97.42,0.77,0
3.2717,8.69,3.3832,4.5191,88.2737,11.9617,6.56,1.031,0.1432,1.9889,4.8744,18.65,27.774,0.0,65321,24,3.03,0.0372,100.0,0.79,0
2.2668,9.4147,3.3607,4.9093,89.0772,11.6815,6.615,1.0282,0.1417,1.9735,4.6793,17.83,26.698,0.0,40911,7,3.08,0.0213,100.0,1.6,0
3.4437,8.8999,3.2442,4.5674,88.1131,12.3436,6.734,1.0305,0.1688,1.7789,4.8768,14.8,26.72,0.0,100272,33,3.08,0.0157,99.46,1.7,0
3.2854,8.7029,3.3807,4.5776,87.9927,11.9883,6.669,1.0315,0.1324,2.0812,5.186,17.55,21.756,0.0,7926,5,4.93,0.0115,100.0,0.0,0
3.5019,8.7358,3.3839,4.7028,88.4078,12.2377,6.734,1.0283,0.1444,2.0433,4.5809,15.76,23.261,0.0,70309,5,4.25,0.0123,97.43,0.0,0
2.0045,10.5998,5.6534,4.6196,88.5865,12.6043,6.722,1.0301,0.165,1.8994,5.0636,21.49,22.943,2.936,37404,5,3.1,0.7329,31.46,0.0,1
1.6402,9.2721,3.1032,4.638,88.5542,10.9123,6.57,1.0309,0.14,2.0511,5.1705,21.47,28.838,0.0,70478,20,4.21,0.0,97.83,1.19,0
3.2503,8.6999,3.0223,4.7154,88.0395,11.9502,6.666,1.0313,0.1375,1.7226,4.6799,16.06,28.336,0.0,30713,15,4.69,0.0,100.0,1.7,0
0.4289,8.9156,3.4137,4.6635,89.5746,9.3445,6.651,1.0317,0.1423,2.0373,5.0973,17.69,22.919,0.0,57278,15,4.02,0.0,100.0,0.68,0
5.1547,8.9216,3.2128,4.6566,86.7851,14.0763,6.751,1.0315,0.1589,1.8934,4.8947,20.85,24.785,0.0,45211,7,4.74,0.0189,99.67,1.74,0
5.4291,8.7711,3.1265,4.5077,87.3269,14.2002,6.744,1.0289,0.1438,1.712,4.9675,16.12,29.332,0.0,33862,41,4.7,0.0051,100.0,1.74,0
3.0015,8.6703,3.3253,4.6165,88.0638,11.6718,6.779,1.0317,0.1358,1.9897,4.919,15.17,21.787,0.0,16243,16,4.2,0.0294,100.0,0.0,0
1.8924,9.4781,3.1533,4.6409,89.1587,11.3705,6.752,1.0283,0.1412,2.0721,5.0468,17.96,28.251,0.0,23698,4,4.78,0.0495,100.0,0.0,0
3.0144,8.9814,3.2907,4.5914,88.3294,11.9958,6.768,1.0285,0.1581,1.9163,4.6693,17.75,20.124,0.0,47375,20,3.6,0.0,100.0,0.0,0
6.6248,9.418,3.2219,4.9892,85.3392,16.0428,6.626,1.0289,0.1301,1.9917,4.657,19.94,26.631,0.0,70115,7,3.65,0.0376,97.04,1.75,0
5.3407,8.8493,3.1266,4.5528,86.9339,14.19,6.787,1.0289,0.149,1.7904,5.1365,18.08,25.677,0.0,29315,5,4.16,0.0269,97.29,0.23,0
1.504,9.0722,3.3136,4.6754,89.1328,10.5762,6.575,1.0311,0.1531,1.7078,4.6673,18.66,28.491,0.0,25190,10,4.19,0.0134,99.05,0.0,0
4.7909,8.6865,3.405,4.6027,86.9463,13.4774,6.57,1.0304,0.1536,1.9737,4.8143,20.47,23.3,0.0,40876,21,3.66,0.0184,100.0,0.0,0
3.1448,8.6345,3.2271,4.7078,88.0081,11.7793,6.747,1.0302,0.1691,1.7942,4.6734,17.65,25.316,0.0,68355,9,3.39,0.0,98.05,1.58,0
6.2249,9.4301,3.4303,4.8581,85.0255,15.655,6.561,1.0286,0.1306,1.9267,4.9662,14.11,28.227,0.0,32262,1,3.14,0.0262,98.9,1.62,0
2.2166,9.4865,3.1202,4.6149,89.3939,11.7031,6.577,1.0294,0.1634,1.7514,4.9767,20.38,29.819,0.0,26762,5,3.23,0.0427,100.0,0.0,0
3.7918,8.7967,3.1699,4.6361,88.1795,12.5885,6.747,1.0297,0.1467,1.9984,5.0447,16.11,28.872,0.0,32825,12,4.67,0.0271,97.88,0.55,0
7.0874,9.1282,3.4808,4.8769,85.689,16.2156,6.629,1.0293,0.158,1.7455,5.0327,19.75,21.863,0.0,128796,20,3.73,0.0,97.44,1.25,0
1.9191,9.1116,3.1653,4.7828,89.3007,11.0307,6.678,1.0304,0.148,1.7767,4.8958,19.09,27.291,0.0,23380,9,3.72,0.0,100.0,1.58,0
3.3829,7.6984,3.2008,4.6306,86.5778,11.0813,6.861,1.0244,0.1468,2.006,4.1242,11.81,29.515,0.0,107455,37,3.9,0.5778,59.97,15.53,1
3.7092,8.5719,3.3203,4.744,87.6515,12.2811,6.624,1.0289,0.169,1.8452,5.0635,19.46,23.859,0.0,40539,8,3.34,0.0,99.11,0.98,0
5.3386,8.5735,3.2442,4.7782,87.3974,13.9121,6.702,1.0295,0.1381,1.8303,5.0014,15.22,23.706,0.0,62733,7,3.91,0.0,100.0,0.51,0
3.0059,8.7546,3.0557,4.7599,88.3716,11.7605,6.661,1.0292,0.1587,1.8435,4.8026,19.97,20.915,0.0,32023,5,4.73,0.0011,98.87,0.0,0
2.4594,9.1041,3.2245,4.908,89.3668,11.5635,6.798,1.028,0.142,1.9493,4.5816,14.2,23.678,0.0,94535,12,4.02,0.0,100.0,0.0,0
3.2702,8.8233,3.3665,4.553,87.9037,12.0935,6.674,1.0302,0.1678,1.865,5.1197,19.39,23.214,0.0,27089,28,3.53,0.0,98.7,0.25,0
2.2297,9.4101,3.4615,4.6394,88.6048,11.6398,6.613,1.0282,0.146,2.028,4.9703,14.88,20.036,0.0,29505,8,3.37,0.0,100.0,0.0,0
3.7409,8.6198,3.2466,4.7983,87.8761,12.3607,6.566,1.0314,0.1497,1.9147,5.0681,20.86,24.774,0.0,247870,7,4.33,0.0205,100.0,1.13,0
4.962,8.7374,3.1135,4.563,86.6151,13.6994,6.603,1.0292,0.1489,1.7942,5.0832,20.85,25.481,0.0,102148,10,4.84,0.0112,100.0,0.0,0
5.4813,9.0736,3.207,4.8164,86.5498,14.5549,6.639,1.0297,0.1489,1.9011,4.9877,20.1,29.757,0.0,24153,41,4.91,0.0,100.0,0.58,0
1.8863,9.1742,3.2729,4.7605,88.7581,11.0605,6.753,1.0291,0.1693,1.7062,4.8986,15.29,20.376,0.0,32641,22,4.25,0.0427,98.35,0.0,0
3.6849,8.5873,3.26,4.787,88.2833,12.2722,6.771,1.0308,0.1349,1.8255,5.0109,17.72,20.035,0.0,125225,45,4.62,0.0,100.0,0.0,0
3.1437,8.9798,3.1541,4.6025,88.3746,12.1235,6.679,1.0309,0.1532,1.765,4.5934,21.92,28.059,0.0,23543,1,4.04,0.0,97.66,0.66,0
2.3515,9.3116,3.239,4.8476,89.0844,11.6631,6.705,1.0314,0.1368,1.8469,4.6983,16.11,29.782,0.0,323571,25,4.64,0.0,97.36,0.32,0
3.0256,8.8909,3.174,4.7265,88.2556,11.9165,6.703,1.0294,0.1519,1.7354,5.0443,16.56,29.868,0.0,142239,6,3.82,0.0271,98.75,0.34,0
5.0612,8.8327,3.4162,4.5534,86.8106,13.8939,6.723,1.0296,0.165,1.8662,4.5253,19.67,25.511,0.0,37945,5,4.34,0.0048,100.0,0.0,0
4.8243,9.0697,3.2706,4.6247,86.933,13.894,6.773,1.0302,0.1342,1.8154,4.9151,17.41,22.914,0.0,33787,20,4.6,0.0038,98.43,1.83,0
6.1153,9.4005,3.5178,4.8828,85.0753,15.5158,6.651,1.0292,0.1393,1.8124,5.1505,21.25,24.051,0.0,11328,7,4.28,0.0288,97.64,1.15,0
3.1375,8.5521,3.2715,4.7337,88.0009,11.6896,6.658,1.0296,0.1684,2.0072,4.7689,18.9,25.44,0.0,149302,8,4.5,0.0,99.99,0.0,0
0.4674,9.0598,3.1192,4.8489,90.1578,9.5272,6.597,1.0285,0.132,2.0016,4.517,17.86,23.973,0.0,79216,4,3.39,0.0,100.0,0.0,0
7.1514,9.282,3.5559,4.758,86.0765,16.4334,6.713,1.0297,0.1527,1.9174,4.6028,15.16,26.985,0.0,63168,6,3.98,0.0227,100.0,0.32,0
6.8073,9.4263,3.4551,4.7215,85.8108,16.2336,6.597,1.0303,0.1574,1.7482,4.8957,17.14,22.701,0.0,36327,3,4.71,0.0,100.0,0.0,0
5.367,8.8952,3.4418,4.5587,86.8573,14.2622,6.588,1.0285,0.1565,1.9615,4.659,14.94,27.454,0.0,39222,14,3.49,0.0,98.11,0.0,0
3.1539,8.5742,3.1172,4.5096,88.2434,11.7281,6.581,1.0308,0.1637,1.708,5.1617,21.51,23.852,0.0,58733,4,3.17,0.0,100.0,0.0,0
4.8462,8.6714,3.3617,4.616,87.1067,13.5176,6.604,1.0291,0.1368,1.7227,4.971,18.92,21.66,0.0,201949,9,3.99,0.0237,100.0,0.45,0
6.028,9.6437,3.2552,4.9104,86.1963,15.6717,6.627,1.0286,0.1595,1.9406,4.5061,14.53,29.275,0.0,18507,2,4.65,0.0,100.0,0.58,0
4.7658,8.9059,3.44,4.8519,87.4937,13.6717,6.604,1.0309,0.1558,1.7535,4.7845,20.84,29.569,0.0,45960,9,3.5,0.0458,97.65,0.49,0
6.8265,9.1157,3.4445,4.9733,85.2935,15.9422,6.556,1.0295,0.1344,1.841,4.7613,16.4,24.175,0.0,82499,12,4.71,0.0006,98.22,0.0,0
1.9984,9.4824,3.3014,4.7104,88.6933,11.4808,6.684,1.0304,0.1602,1.9904,5.0618,17.13,25.327,0.0,308859,19,3.7,0.0,98.17,0.0,0
3.1066,8.5088,3.2522,4.6945,88.0837,11.6154,6.701,1.0282,0.1544,1.9216,5.1268,21.85,28.504,0.0,38098,11,3.8,0.0,97.43,0.58,0
1.8951,7.1236,3.314,4.5216,88.4598,9.0187,6.793,1.0209,0.1674,1.9568,4.0542,13.03,23.356,0.0,53497,3,3.39,0.568,69.18,14.96,1
